commit	timestamp_utc	idea_id	title	evidence_type	mechanism	expected_assets	feature_inputs	oos_hypothesis	falsification	references	human_notes	train_cagr	validation_cagr	oos_cagr	benchmark_oos_cagr	excess_oos_cagr_vs_dbmf	ruined	status	description
0b77142	2026-05-28T16:50:04Z	full_top2_1m_exalts_028	Expanded public ETF top-two one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SLV;UUP;EFA;EEM;ARKK;SGOV	price_momentum_21d;expanded_public_etf_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day momentum across expanded public ETF universe including international, dollar, silver, and innovation ETFs.	0.096251	0.284326	0.912445	0.175971	0.736473	false	discard	Top-two 21-day momentum across expanded public ETF universe including international, dollar, silver, and innovation ETFs.
0b77142	2026-05-28T16:50:07Z	tech_top1_1m_arkk_029	Technology/growth plus innovation top-one one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	QQQ;XLK;XLY;XLC;SMH;SOXX;ARKK;MTUM;QUAL;SPY;SGOV	price_momentum_21d;technology_growth_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 21-day momentum among technology, growth, semiconductors, innovation, and quality ETFs.	-0.014338	0.124621	0.402133	0.175971	0.226162	false	discard	Top-one 21-day momentum among technology, growth, semiconductors, innovation, and quality ETFs.
0b77142	2026-05-28T16:50:10Z	tech_top2_1m_arkk_030	Technology/growth plus innovation top-two one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	QQQ;XLK;XLY;XLC;SMH;SOXX;ARKK;MTUM;QUAL;SPY;SGOV	price_momentum_21d;technology_growth_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day momentum among technology, growth, semiconductors, innovation, and quality ETFs.	-0.019115	0.196817	0.466908	0.175971	0.290937	false	discard	Top-two 21-day momentum among technology, growth, semiconductors, innovation, and quality ETFs.
0b77142	2026-05-28T16:50:12Z	macro_top1_1m_global_031	Global macro top-one one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;IWM;RSP;MTUM;HYG;LQD;GLD;SLV;DBC;UUP;EFA;EEM;IEF;TLT;SGOV	price_momentum_21d;global_macro_etfs	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 21-day momentum across equity, credit, commodities, dollar, duration, and global equity ETFs.	0.181588	0.126675	0.678344	0.175971	0.502373	false	discard	Top-one 21-day momentum across equity, credit, commodities, dollar, duration, and global equity ETFs.
0b77142	2026-05-28T16:50:15Z	macro_top2_1m_global_032	Global macro top-two one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;IWM;RSP;MTUM;HYG;LQD;GLD;SLV;DBC;UUP;EFA;EEM;IEF;TLT;SGOV	price_momentum_21d;global_macro_etfs	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day momentum across equity, credit, commodities, dollar, duration, and global equity ETFs.	0.104645	0.052570	0.692544	0.175971	0.516572	false	discard	Top-two 21-day momentum across equity, credit, commodities, dollar, duration, and global equity ETFs.
0b77142	2026-05-28T16:50:18Z	defensive_top1_1m_033	Defensive macro top-one one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	USMV;QUAL;XLP;XLU;XLV;GLD;IEF;TLT;LQD;SGOV	price_momentum_21d;defensive_macro_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 21-day momentum among defensive equity, gold, duration, credit, and cash ETFs.	-0.007661	0.102110	0.303887	0.175971	0.127916	false	discard	Top-one 21-day momentum among defensive equity, gold, duration, credit, and cash ETFs.
0b77142	2026-05-28T16:50:20Z	defensive_top2_1m_034	Defensive macro top-two one-month momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	USMV;QUAL;XLP;XLU;XLV;GLD;IEF;TLT;LQD;SGOV	price_momentum_21d;defensive_macro_universe	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day momentum among defensive equity, gold, duration, credit, and cash ETFs.	-0.001056	0.115925	0.231954	0.175971	0.055983	false	discard	Top-two 21-day momentum among defensive equity, gold, duration, credit, and cash ETFs.
0b77142	2026-05-28T16:50:24Z	sector_top1_2w_035	Sector/style top-one two-week momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_10d	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 10-day sector/style macro ETF momentum with cash fallback.	0.073519	0.171363	0.287601	0.175971	0.111630	false	discard	Top-one 10-day sector/style macro ETF momentum with cash fallback.
0b77142	2026-05-28T16:50:27Z	sector_top2_2w_036	Sector/style top-two two-week momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_10d	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 10-day sector/style macro ETF momentum with cash fallback.	0.048009	0.166004	0.309001	0.175971	0.133030	false	discard	Top-two 10-day sector/style macro ETF momentum with cash fallback.
0b77142	2026-05-28T16:50:30Z	sector_top1_3w_037	Sector/style top-one three-week momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_15d	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 15-day sector/style macro ETF momentum with cash fallback.	-0.112275	0.147408	0.443747	0.175971	0.267775	false	discard	Top-one 15-day sector/style macro ETF momentum with cash fallback.
0b77142	2026-05-28T16:50:33Z	sector_top2_3w_038	Sector/style top-two three-week momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_15d	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 15-day sector/style macro ETF momentum with cash fallback.	-0.038845	0.178986	0.344070	0.175971	0.168099	false	discard	Top-two 15-day sector/style macro ETF momentum with cash fallback.
0b77142	2026-05-28T16:50:36Z	sector_top1_1m_minpos_039	Sector/style top-one one-month momentum with positive threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;minimum_positive_momentum	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-one 21-day sector/style momentum only when best score exceeds two percent, otherwise SGOV.	0.076219	0.268329	0.762171	0.175971	0.586200	false	discard	Top-one 21-day sector/style momentum only when best score exceeds two percent, otherwise SGOV.
0b77142	2026-05-28T16:50:40Z	sector_top2_1m_minpos_040	Sector/style top-two one-month momentum with positive threshold	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;minimum_positive_momentum	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style momentum only when best score exceeds two percent, otherwise SGOV.	0.110217	0.274838	0.567997	0.175971	0.392025	false	discard	Top-two 21-day sector/style momentum only when best score exceeds two percent, otherwise SGOV.
0b77142	2026-05-29T10:40:37Z	sector_top2_1m_scoreweight_024	Sector/style top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.	0.096288	0.333551	0.635711	0.176411	0.459300	false	keep	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:42:37Z	sector_top2_1m_scoreweight_024	Sector/style top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.	0.096288	0.333550	0.635711	0.176411	0.459300	false	keep	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:45:01Z	sector_top2_1m_scoreweight_024	Sector/style top-two one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.	0.096288	0.333550	0.635711	0.176411	0.459300	false	discard	Top-two 21-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:54:24Z	041_sector_style_top_three_one_month_score_weighted_	Sector/style top-three one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top3	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-three 21-day sector/style macro ETF momentum weighted by positive momentum score.	0.088642	0.296378	0.551144	0.176411	0.374733	false	discard	Top-three 21-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:55:20Z	042_sector_style_top_four_one_month_score_weighted_m	Sector/style top-four one-month score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_21d;score_weighted_top4	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-four 21-day sector/style macro ETF momentum weighted by positive momentum score.	0.089570	0.250638	0.525940	0.176411	0.349529	false	discard	Top-four 21-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:56:07Z	043_sector_style_top_two_four_week_score_weighted_mo	Sector/style top-two four-week score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_20d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 20-day sector/style macro ETF momentum weighted by positive momentum score.	0.085357	0.294674	0.510053	0.176411	0.333642	false	discard	Top-two 20-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:57:11Z	044_sector_style_top_two_five_week_score_weighted_mo	Sector/style top-two five-week score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_25d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 25-day sector/style macro ETF momentum weighted by positive momentum score.	0.117969	0.260004	0.571499	0.176411	0.395088	false	discard	Top-two 25-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:57:59Z	045_sector_style_top_two_eighteen_day_score_weighted	Sector/style top-two eighteen-day score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_18d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 18-day sector/style macro ETF momentum weighted by positive momentum score.	0.024170	0.214714	0.586664	0.176411	0.410253	false	discard	Top-two 18-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:58:45Z	046_sector_style_top_two_twenty_four_day_score_weigh	Sector/style top-two twenty-four-day score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_24d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 24-day sector/style macro ETF momentum weighted by positive momentum score.	0.140871	0.182047	0.633444	0.176411	0.457033	false	discard	Top-two 24-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:59:16Z	047_sector_style_top_two_thirty_day_score_weighted_m	Sector/style top-two thirty-day score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_30d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 30-day sector/style macro ETF momentum weighted by positive momentum score.	0.152402	0.277796	0.549537	0.176411	0.373126	false	discard	Top-two 30-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T10:59:54Z	048_sector_style_top_two_sixteen_day_score_weighted_	Sector/style top-two sixteen-day score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_16d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 16-day sector/style macro ETF momentum weighted by positive momentum score.	-0.008491	0.159699	0.609852	0.176411	0.433441	false	discard	Top-two 16-day sector/style macro ETF momentum weighted by positive momentum score.
0b77142	2026-05-29T11:00:38Z	049_sector_style_top_two_twelve_day_score_weighted_m	Sector/style top-two twelve-day score-weighted momentum	replication_of_known_anomaly	Retail-accessible ETF momentum can persist because macro regime information diffuses slowly across investor mandates, and a cash fallback avoids forced risk exposure when recent leadership is weak.	SPY;QQQ;RSP;IWM;USMV;QUAL;MTUM;VLUE;XLK;XLY;XLC;XLI;XLF;XLV;XLP;XLU;XLE;SMH;SOXX;XBI;HYG;LQD;GLD;DBC;IEF;TLT;SGOV	price_momentum_12d;score_weighted_top2	A liquid retail ETF momentum variant can improve validation CAGR without ruin; locked OOS and DBMF excess are diagnostics only.	Reject if it crashes, ruins, has non-positive validation CAGR, or fails to improve on the prior best validation CAGR.	Jegadeesh and Titman (1993), Returns to Buying Winners and Selling Losers;Moskowitz, Ooi, and Pedersen (2012), Time Series Momentum;Public Yahoo Finance ETF adjusted-close prices via fixed prepare.py cache	Top-two 12-day sector/style macro ETF momentum weighted by positive momentum score.	0.008814	0.198929	0.200423	0.176411	0.024012	false	discard	Top-two 12-day sector/style macro ETF momentum weighted by positive momentum score.
